x0	x1	y
-0.7123330480881274	-1.4376123028479464	-8.281484707497615
3.858633110249154	2.179067750804802	1.820987628923536
2.5206170789772875	2.255350968771264	12.932836543922114
0.3377730939653567	2.989713198231923	20.360455404236603
0.11800780444338566	3.0556684575067554	14.685973441292695
2.867351350740108	1.6104632631386622	16.285461402765524
0.6252374142344865	4.583125956917137	19.483610990149497
2.945343052856808	4.109501977711803	11.901070420603894
3.1901581735301967	-1.3652573907320869	10.999477968957768
4.844860352638305	0.37636556208938776	10.111578802574055
0.7562996640761481	1.7476417068970307	7.998431785948934
3.0228662885413806	-0.9898188188566319	9.281429368476797
0.12395215836725715	4.840001069408991	17.836572572531388
2.1477695185783645	2.418334169754875	16.452561676642766
2.8371123754065706	4.981371393543264	5.258893793181941
-0.9723638907074021	-3.0861314583498833	1.1088176824200762
2.253817031457825	-1.8455528941581605	13.470398646470983
3.9862542308039326	-0.575535559935576	10.920919521469328
4.881848771336087	-0.029187917328497015	8.221042272744569
0.8917445635068544	-0.10120942028549562	8.837930807255752
3.2712231977102633	4.24323975668546	13.530815094200065
0.02354642576551047	0.3067800624087891	17.423778443373614
2.414128972099791	1.9768552284604635	1.4087073359116937
6.879520233797594	3.4903107387410413	12.658069677426692
4.337712319666621	-2.207179875900743	6.480269243329509
4.570258198736591	3.1683256337472487	1.5249420069487902
0.6976918633025102	3.120418794806433	2.179375653864046
4.645031178289335	-0.8398612167473765	13.403635369640945
4.28753973761944	3.272154708763698	5.253020398146306
-0.47912142713971484	0.6458619244250985	20.800361981189234
4.037538404706268	3.408207146553539	4.798475675723253
5.738304934628087	3.178763251723525	1.9094275412272452
4.8212270099165995	2.6604098934927753	19.382176861173697
3.3362673214743577	2.218402357400903	7.652599902149362
1.9048100789176121	2.515484287324665	5.135873273454404
2.5276088374421994	-1.022644174983156	5.0598942560768245
3.3062058080596497	3.2075536922818535	9.177057768303387
-1.4339876710095156	8.090878133867383	10.68471323563829
3.9166785829238373	6.124101298148912	14.955164270383055
3.883930463034933	0.26467892097254575	-5.3464841474162075
